"area","ratio","pd","azi","comp","vidro","abs","paf","fv","ven","somb","zb","tbsm","tbum","cdh","phi","phs","phft","tmin","tmax","cgtr","cgta","dif_phi","dif_phs","dif_phft","dif_tmin","dif_tmax","dif_cgtr","dif_cgta"
77.16,2.5,2.5,180,"ref","duplo_fs87-87",60,50,1,"off",150,8,26.75603881,23.2500913242009,80130,0,30.5913242009132,69.4086757990868,24.5576030333565,33.8315626678403,26097299916.0003,0,0,-54.8219178082192,54.8219178082192,-1.3945899064267,0.660549664356502,-24532392805.5916,0
38.58,1,5,270,"ref","duplo_fs39-87",20,30,1,"off",0,8,26.75603881,23.2500913242009,80130,0,18.7762557077625,81.2237442922374,24.2926196214137,31.1046171386544,13246834719.7824,0,0,-64.9086757990868,64.9086757990867,-1.7640986070775,-2.0017512961989,-33832474494.0963,0
57.87,2.5,5,270,"sfar","duplo_fs87-87",20,30,1,"off",50,8,26.75603881,23.2500913242009,80130,0,20.7123287671233,79.2876712328767,24.2039425903834,32.4931818416894,14407161139.6123,0,0,-63.5593607305936,63.5593607305936,-1.859114362742,-0.665256317396604,-46535115419.3949,0
77.16,2.5,5,0,"tv","duplo_fs87-87",60,10,0.45,"off",150,8,26.75603881,23.2500913242009,80130,0,77.0456621004566,22.9543378995434,26.0705655693004,34.2084401926709,58924222523.7913,0,0,0.627853881278528,-0.627853881278545,0.293716927992698,1.0170306346978,-7730074815.80302,0
38.58,2.5,5,90,"tm10","duplo_fs87-87",80,50,1,"on",0,8,26.75603881,23.2500913242009,80130,0,49.2876712328767,50.7123287671233,24.8191133364943,35.6030603864092,45811751453.3934,0,0,-34.8995433789955,34.8995433789955,-1.3638687635924,2.1513339429156,-3618346356.5871,0
38.58,1,5,180,"tv","duplo_fs39-87",80,50,0.45,"on",50,8,26.75603881,23.2500913242009,80130,0,55.4634703196347,44.5365296803653,25.0214272215381,35.1456267766365,41198424030.2062,0,0,-25.9634703196347,25.9634703196347,-0.931131972663398,1.7960526147345,-5209634905.96844,0
38.58,1,5,270,"ref","duplo_fs87-87",20,50,1,"off",0,8,26.75603881,23.2500913242009,80130,0,20.8333333333333,79.1666666666667,24.3657343372002,32.1635331846538,16081855582.1852,0,0,-62.851598173516,62.851598173516,-1.690983891291,-0.942835250199501,-30997453631.6935,0
77.16,2.5,5,270,"tm20","duplo_fs39-87",20,30,1,"on",50,8,26.75603881,23.2500913242009,80130,0,13.8447488584475,86.1552511415525,24.5334607114467,29.8158616360033,11818323568.7526,0,0,-69.865296803653,69.865296803653,-1.5197525068381,-3.2399406773751,-59604300173.385,0
77.16,1,5,180,"ref","simples_fs87",60,10,1,"on",0,8,26.75603881,23.2500913242009,80130,0,73.1438356164383,26.8561643835617,25.7594259628075,34.6657408475635,67688896308.0207,0,0,-6.54794520547947,6.54794520547949,-0.117917335315298,1.5042692012533,709289544.976494,0
38.58,1,5,90,"sfar","duplo_fs87-87",80,30,1,"on",150,8,26.75603881,23.2500913242009,80130,0,23.1940639269406,76.8059360730594,24.459128811932,33.7264855635609,14945882485.8213,0,0,-59.0753424657534,59.0753424657534,-1.7577921091622,0.378076328085498,-31917348765.8319,0
77.16,2.5,5,90,"tv","simples_fs39",60,10,1,"on",150,8,26.75603881,23.2500913242009,80130,0,62.4817351598173,37.5182648401827,25.7697559563397,33.8723731139167,54101408396.8261,0,0,-19.8196347031964,19.8196347031964,-0.5206721671853,0.6791699498743,-17109903702.5608,0
77.16,1,2.5,180,"tm10","duplo_fs87-87",60,50,0.45,"on",50,8,26.75603881,23.2500913242009,80130,0,39.3949771689497,60.6050228310503,24.859284723706,34.3759245112857,31502000831.2366,0,0,-48.5114155251142,48.5114155251142,-1.164553559222,1.2902742937815,-19654774895.677,0
57.87,1,2.5,180,"sfiso","duplo_fs39-87",20,10,0.45,"on",0,8,26.75603881,23.2500913242009,80130,0,36.5045662100457,63.4954337899543,25.3580894941468,30.7624073691194,13802008599.2116,0,0,-51.203196347032,51.203196347032,-0.643291388618,-2.403876337112,-29139533312.0729,0
38.58,0.5,5,180,"sfiso","simples_fs87",60,10,0.45,"on",150,8,26.75603881,23.2500913242009,80130,0,55.1050228310503,44.8949771689497,25.7215490992776,33.4264792223528,22629734480.0842,0,0,-27.2922374429223,27.2922374429223,-0.3064254127023,0.159746909067103,-27511667565.1614,0
77.16,0.5,5,270,"sfar","simples_fs87",20,50,0.45,"off",0,8,26.75603881,23.2500913242009,80130,0,30.7031963470319,69.2968036529681,24.7809905880968,34.8851206417079,27975647539.1894,0,0,-48.7968036529681,48.7968036529681,-1.1831115800963,2.0650200066944,-42296799684.4197,0
77.16,1,2.5,180,"ref","duplo_fs39-87",20,10,0.45,"off",50,8,26.75603881,23.2500913242009,80130,0,24.7146118721461,75.2853881278539,24.885376637404,30.6239518336243,15540152602.4885,0,0,-63.1917808219178,63.1917808219178,-1.138461645524,-2.4616983838799,-35616623124.4252,0
77.16,1,2.5,270,"tm20","duplo_fs87-87",20,10,1,"off",150,8,26.75603881,23.2500913242009,80130,0,17.0091324200913,82.9908675799087,24.8162786583895,30.1169265686403,10331096059.2938,0,0,-72.7762557077626,72.7762557077625,-1.456326391013,-2.7652122989394,-41435016271.3112,0
77.16,2.5,5,270,"sfar","simples_fs39",80,10,1,"off",0,8,26.75603881,23.2500913242009,80130,0,58.9406392694064,41.0593607305936,25.5813141060202,34.6909363508925,36804954101.8982,0,0,-24.769406392694,24.7694063926941,-0.471899112264598,1.6351340375141,-34617669640.2394,0
77.16,2.5,2.5,90,"sfiso","simples_fs87",20,10,0.45,"off",0,8,26.75603881,23.2500913242009,80130,0,29.3013698630137,70.6986301369863,25.3297098106341,31.4766639719403,19236779601.7287,0,0,-60.324200913242,60.324200913242,-1.3388729659547,-1.5909060002377,-34052160254.2249,0
38.58,1,2.5,270,"ref","simples_fs39",60,50,0.45,"on",50,8,26.75603881,23.2500913242009,80130,0,38.8881278538813,61.1118721461187,24.8213510476949,33.8232758334023,20843119009.9369,0,0,-51.1849315068493,51.1849315068493,-1.4556589291215,0.778884938099196,-13962125477.4408,0
57.87,2.5,2.5,180,"ref","duplo_fs87-87",60,50,0.45,"on",150,8,26.75603881,23.2500913242009,80130,0,34.9703196347032,65.0296803652968,24.6892409684413,33.5906709669733,22692346974.2471,0,0,-50.5753424657534,50.5753424657534,-1.2520510460065,0.328081618749501,-19936840748.0115,0
77.16,2.5,2.5,180,"sfar","simples_fs39",60,30,1,"off",50,8,26.75603881,23.2500913242009,80130,0,26.1278538812786,73.8721461187215,24.4613417486498,33.2038920734074,16759289997.2574,0,0,-59.2853881278538,59.2853881278539,-1.4908511911334,0.0328790699236023,-33870402724.3344,0
57.87,2.5,5,0,"sfar","duplo_fs87-87",80,10,0.45,"on",50,8,26.75603881,23.2500913242009,80130,0,74.9931506849315,25.0068493150685,26.0147682031491,34.8747506222199,33961912561.318,0,0,-1.70319634703197,1.70319634703197,0.258760512978299,1.5909649603792,-22832564319.4809,0
38.58,1,2.5,90,"sfiso","simples_fs87",20,50,1,"off",150,8,26.75603881,23.2500913242009,80130,0,15.5616438356165,84.4383561643835,24.0679078995643,31.9493171656747,8682578423.19189,0,0,-74.0730593607306,74.0730593607306,-2.6777593997101,-1.2989813524573,-26142734224.8874,0
38.58,1,2.5,0,"sfiso","simples_fs39",60,50,1,"on",0,8,26.75603881,23.2500913242009,80130,0,21.8607305936073,78.1392694063927,23.9219985010507,33.6802077245477,11328431270.8237,0,0,-65.472602739726,65.472602739726,-2.0977763635512,0.490408637529598,-23120955531.7484,0
57.87,1,2.5,270,"tm10","duplo_fs87-87",60,50,0.45,"off",50,8,26.75603881,23.2500913242009,80130,0,61.4178082191781,38.5821917808219,25.4267735691015,34.298887193179,35989237648.5811,0,0,-28.2100456621004,28.2100456621004,-0.8166293808227,1.3835696142313,-7446428006.65979,0
38.58,0.5,2.5,270,"sfiso","duplo_fs87-87",20,10,0.45,"off",0,8,26.75603881,23.2500913242009,80130,0,34.4611872146119,65.5388127853881,25.2567300491428,31.7438662398045,15707692544.9409,0,0,-53.986301369863,53.986301369863,-0.955296258151002,-1.2404078582517,-19977488872.3722,0
77.16,2.5,2.5,180,"tm20","duplo_fs39-87",60,10,1,"off",50,8,26.75603881,23.2500913242009,80130,0,76.203196347032,23.796803652968,25.7613948888838,33.7934852042776,43248203683.7679,0,0,-9.21004566210043,9.21004566210046,-0.190798050899399,0.622472200793801,-7381489037.82396,0
57.87,2.5,2.5,270,"ref","simples_fs87",20,30,1,"off",150,8,26.75603881,23.2500913242009,80130,0,15.9086757990867,84.0913242009133,24.2822470690232,31.1425966850165,10021173684.6764,0,0,-74.3219178082192,74.3219178082192,-1.9904231648304,-1.8570521481588,-34761401097.0943,0
57.87,1,2.5,90,"tm10","duplo_fs87-87",80,50,0.45,"off",50,8,26.75603881,23.2500913242009,80130,0,58.2191780821918,41.7808219178082,25.463326993372,36.3303807674738,41016567090.173,0,0,-30.648401826484,30.648401826484,-1.2699530736191,3.2213547523193,-2329851565.2561,0
77.16,1,5,90,"tm20","duplo_fs39-87",60,30,1,"on",50,8,26.75603881,23.2500913242009,80130,0,41.8561643835616,58.1438356164384,25.1777800346995,33.8045242601933,44858446826.5329,0,0,-38.8881278538813,38.8881278538813,-1.1360452388373,0.689242216214097,-22859964184.2266,0
57.87,2.5,2.5,180,"ref","duplo_fs87-87",60,10,0.45,"off",0,8,26.75603881,23.2500913242009,80130,0,89.2899543378995,10.7100456621005,26.4608002526141,35.7336518543612,45837341175.1637,0,0,3.7442922374429,-3.74429223744292,0.519508238166299,2.4710625061374,3208153452.90513,0
77.16,1,2.5,90,"tv","duplo_fs39-87",80,30,1,"off",50,8,26.75603881,23.2500913242009,80130,0,49.7054794520548,50.2945205479452,25.3715236350468,35.5690860221303,41852436397.6461,0,0,-39.162100456621,39.162100456621,-1.3459000039271,2.5389538215898,-9694803822.59521,0
57.87,1,2.5,90,"ref","simples_fs87",60,10,1,"off",150,8,26.75603881,23.2500913242009,80130,0,54.4748858447489,45.5251141552511,25.6985461346119,33.5667321355791,30473141933.1719,0,0,-34.392694063927,34.392694063927,-1.0347339323792,0.457706120424604,-12873276722.2572,0
57.87,2.5,5,270,"sfiso","simples_fs87",60,30,0.45,"on",0,8,26.75603881,23.2500913242009,80130,0,36.8561643835616,63.1438356164384,25.1032449057628,33.7134305713311,23194075040.8677,0,0,-47.4155251141553,47.4155251141553,-0.9598120473626,0.554992412245099,-37748201518.1395,0
38.58,0.5,5,90,"tv","duplo_fs87-87",20,30,0.45,"on",50,8,26.75603881,23.2500913242009,80130,0,22.3219178082192,77.6780821917808,24.8963609625428,30.7212807340224,14480005996.8272,0,0,-57.1210045662101,57.1210045662101,-1.2413332506058,-2.5950619683126,-33919018255.8778,0
77.16,2.5,5,270,"ref","simples_fs87",20,30,0.45,"on",150,7,26.82060502,19.1221803652968,56829,0,17.1780821917808,82.8219178082192,21.6507122739093,31.6498470502021,14347117566.4877,0,0,-36.8013698630137,36.8013698630137,-1.9351109043868,-3.515650451072,-38373046713.774,0
38.58,2.5,2.5,270,"sfar","simples_fs39",20,10,0.45,"on",150,7,26.82060502,19.1221803652968,56829,0,24.2602739726028,75.7397260273972,22.9613571672948,31.6199586078205,7348056123.86714,0,0,-32.4337899543379,32.4337899543379,-0.810339231928999,-3.7443741639643,-18275972598.0655,0
57.87,1,5,0,"tm10","simples_fs87",60,10,0.45,"off",150,7,26.82060502,19.1221803652968,56829,0,48.3493150684932,51.6506849315068,23.30105698392,35.772881116523,38118541771.5252,0,0,-5.16438356164383,5.16438356164384,-0.274157344516901,0.657514835957805,-5339495068.66235,0
77.16,0.5,5,270,"sfar","duplo_fs87-87",20,30,1,"on",0,7,26.82060502,19.1221803652968,56829,0,18.2511415525114,81.7488584474886,20.5573444234917,31.7827677242457,11949160924.1957,0,0,-34.8150684931507,34.8150684931507,-3.2093454308028,-2.7967105570257,-41760000897.6298,0
57.87,0.5,2.5,0,"tm10","duplo_fs87-87",80,30,0.45,"off",150,7,26.82060502,19.1221803652968,56829,0,39.5799086757991,60.4200913242009,22.0175807382473,37.9559062414495,27837942526.7988,0,0,-14.3995433789954,14.3995433789954,-1.487421290451,2.6510124333432,-4820362317.1488,0
57.87,2.5,5,270,"ref","duplo_fs39-87",80,50,0.45,"off",150,7,26.82060502,19.1221803652968,56829,0,46.2009132420091,53.7990867579909,22.1726992197121,37.5589095089183,45252886091.6318,0,0,-8.80365296803657,8.80365296803656,-1.5242876089575,2.3514238846432,153769168.009239,0
38.58,2.5,5,180,"sfiso","simples_fs87",20,50,0.45,"on",50,7,26.82060502,19.1221803652968,56829,0,20.3333333333333,79.6666666666666,20.908927085569,32.4757764961104,12473877482.9527,0,0,-35.4794520547945,35.4794520547945,-2.9561290910399,-2.9347872577071,-24253259389.4792,0
77.16,2.5,2.5,0,"tm10","duplo_fs39-87",20,30,1,"off",0,7,26.82060502,19.1221803652968,56829,0,14.6210045662101,85.3789954337899,21.1610821284663,31.6599187750136,8594498044.33153,0,0,-37.8881278538813,37.8881278538813,-2.4288745823206,-3.3955038810049,-28024783857.3867,0
38.58,1,5,0,"tv","simples_fs39",80,30,1,"off",50,7,26.82060502,19.1221803652968,56829,0,41.9383561643836,58.0616438356164,21.7293752222203,37.5932828465529,32498282242.5839,0,0,-13.1735159817352,13.1735159817352,-1.9660871042632,2.41946451782241,-2863865903.6762,0
57.87,2.5,2.5,180,"tm20","duplo_fs87-87",20,30,0.45,"off",50,7,26.82060502,19.1221803652968,56829,0,21.1027397260274,78.8972602739726,21.6044666182465,32.5713793476506,11244739603.057,0,0,-33.6301369863014,33.6301369863014,-2.166885366865,-2.8375833450024,-20618080577.6544,0
38.58,2.5,5,180,"tm20","simples_fs87",80,10,0.45,"on",150,7,26.82060502,19.1221803652968,56829,0,78.9063926940639,21.0936073059361,24.913647429312,35.310835785753,41497711465.959,0,0,23.0936073059361,-23.0936073059361,1.0485912527031,-0.0997279680644994,4770574593.52707,0
38.58,0.5,2.5,270,"tm10","simples_fs39",80,10,1,"on",150,7,26.82060502,19.1221803652968,56829,0,47.5776255707762,52.4223744292237,23.5964793241017,35.8057538933738,20971311670.3408,0,0,-8.44977168949774,8.44977168949772,-0.323191799956401,0.873676164805296,-5074080955.48007,0
38.58,2.5,2.5,90,"tm20","simples_fs87",20,50,0.45,"off",50,7,26.82060502,19.1221803652968,56829,0,23.4817351598174,76.5182648401826,20.7777223155,34.8689099925242,11650264496.81,0,0,-32.9885844748858,32.9885844748858,-3.0007202215506,-0.863699242788798,-14394789064.6959,0
77.16,2.5,2.5,180,"sfar","duplo_fs39-87",20,10,1,"off",150,7,26.82060502,19.1221803652968,56829,0,17.0365296803653,82.9634703196347,22.2317823203291,30.7365734753628,7308155854.41766,0,0,-36.8264840182648,36.8264840182648,-1.5172867818209,-4.6254279099707,-30411523131.6994,0
38.58,1,2.5,90,"sfiso","duplo_fs87-87",20,30,0.45,"on",0,7,26.82060502,19.1221803652968,56829,0,19.9703196347032,80.0296803652968,21.3733195477527,32.3760800358178,8547991981.53737,0,0,-35.8812785388128,35.8812785388128,-2.4334876654842,-3.0785369509164,-16862635219.8352,0
57.87,2.5,2.5,90,"tm20","simples_fs87",20,10,1,"off",150,7,26.82060502,19.1221803652968,56829,0,14.0913242009133,85.9086757990867,22.3174405711832,30.9516513630758,6323175093.08622,0,0,-40.6438356164383,40.6438356164383,-1.3655872207739,-4.6849416627871,-25914443893.2655,0
57.87,2.5,5,270,"tm20","duplo_fs87-87",20,10,0.45,"off",50,7,26.82060502,19.1221803652968,56829,0,21.3675799086758,78.6324200913242,22.4667465818686,31.6013452713188,13414054642.168,0,0,-33.6369863013699,33.6369863013699,-1.230240246801,-3.6061403529563,-31685062281.4546,0
77.16,2.5,2.5,90,"tm20","duplo_fs87-87",20,30,1,"off",50,7,26.82060502,19.1221803652968,56829,0,17.1095890410959,82.8904109589041,21.2174216702891,32.135192218947,10343035674.4446,0,0,-36.7648401826484,36.7648401826484,-2.391669604322,-3.4498903241305,-27794616594.953,0
57.87,1,5,90,"sfiso","duplo_fs87-87",80,10,1,"off",0,7,26.82060502,19.1221803652968,56829,0,57.0068493150685,42.9931506849315,23.2202780480537,38.7099284612084,54612879490.1842,0,0,3.42009132420094,-3.42009132420094,-0.427833814256999,3.4011604273046,10395925877.1574,0
57.87,0.5,2.5,180,"ref","simples_fs87",20,30,1,"on",0,7,26.82060502,19.1221803652968,56829,0,17.2694063926941,82.7305936073059,20.6341348430531,31.9404138803093,9726286258.25194,0,0,-38.3538812785388,38.3538812785388,-3.0731214406868,-3.3228192146125,-23692100783.3422,0
77.16,0.5,5,0,"tm10","simples_fs87",20,10,1,"off",50,7,26.82060502,19.1221803652968,56829,0,19.513698630137,80.486301369863,21.4738198044226,31.9311050022315,17294873066.8311,0,0,-33.216894977169,33.2168949771689,-1.865385626462,-3.275655247638,-37407210625.5127,0
57.87,1,5,270,"sfar","duplo_fs39-87",60,30,0.45,"on",0,7,26.82060502,19.1221803652968,56829,0,45.2671232876712,54.7328767123288,23.0282410441227,35.6249299182349,39091259663.4714,0,0,-9.26027397260273,9.26027397260273,-0.773055864700098,0.7805624052124,-4487514416.85381,0
77.16,2.5,5,180,"tm20","simples_fs87",80,10,0.45,"on",0,7,26.82060502,19.1221803652968,56829,0,84.6506849315068,15.3493150684932,25.1896099367563,36.4052296943019,68373107390.6063,0,0,31.1780821917808,-31.1780821917808,1.4801047787907,1.1074191823859,15513629515.5757,0
38.58,2.5,2.5,270,"tm10","duplo_fs87-87",20,10,1,"off",0,7,26.82060502,19.1221803652968,56829,0,21.3721461187214,78.6278538812786,21.4921774307251,32.3772351533978,9011905462.85917,0,0,-35.3219178082192,35.3219178082192,-2.2795189684987,-2.987097618387,-16612123259.0734,0
38.58,0.5,2.5,180,"tv","simples_fs39",80,30,1,"off",50,7,26.82060502,19.1221803652968,56829,0,34.4063926940639,65.5936073059361,21.1509868062595,38.1761974678531,21276894041.761,0,0,-22.9452054794521,22.9452054794521,-2.6467239021926,2.828508945868,-5716222222.66484,0
77.16,2.5,5,270,"tv","duplo_fs39-87",20,10,1,"off",150,7,26.82060502,19.1221803652968,56829,0,15.9474885844749,84.0525114155251,21.7446973875044,31.2424153467574,11809380636.5341,0,0,-38.0319634703196,38.0319634703196,-1.8411257907917,-3.9230821545167,-40910783643.7276,0
57.87,0.5,5,270,"tm10","simples_fs39",20,30,0.45,"off",150,7,26.82060502,19.1221803652968,56829,0,19.2237442922374,80.7762557077625,21.5231891233274,31.9106447397895,14600805107.0601,0,0,-34.9680365296804,34.9680365296803,-2.3531130665878,-2.6987023667533,-31391203588.8334,0
57.87,1,5,0,"tm20","simples_fs87",20,50,0.45,"off",0,7,26.82060502,19.1221803652968,56829,0,23.1095890410959,76.8904109589041,22.0171709546781,32.5767565872706,16675531075.3186,0,0,-30.4041095890411,30.4041095890411,-1.5580433737588,-2.5386096932946,-26782505764.8689,0
77.16,0.5,5,0,"sfar","duplo_fs39-87",80,10,1,"off",0,7,26.82060502,19.1221803652968,56829,0,33.3538812785388,66.6461187214612,22.2816115431979,36.8321235313431,26021455835.0666,0,0,-19.3767123287671,19.3767123287671,-1.0575938876867,1.6253632814736,-28680627857.2772,0
38.58,1,5,180,"sfar","duplo_fs39-87",80,50,0.45,"on",0,7,26.82060502,19.1221803652968,56829,0,49.1255707762557,50.8744292237443,22.3930801205698,37.6904386229431,39487310168.1234,0,0,-7.34018264840183,7.34018264840182,-1.4144179952327,2.4155921732304,3266671478.27922,0
77.16,1,5,180,"tm20","duplo_fs87-87",60,10,1,"on",150,7,26.82060502,19.1221803652968,56829,0,41.6369863013699,58.3630136986301,22.8267608096648,35.1941194356122,37582067939.169,0,0,-12.2648401826484,12.2648401826484,-0.811139018733499,0.0230841902108025,-14596704308.8453,0
57.87,2.5,5,270,"tm10","simples_fs87",20,50,0.45,"on",0,7,26.82060502,19.1221803652968,56829,0,15.8356164383562,84.1643835616439,21.520137192351,31.1869192189718,10337089647.5411,0,0,-39.1689497716895,39.1689497716895,-2.1768496363186,-4.0205664053033,-34762027276.0815,0
77.16,1,5,0,"tm20","duplo_fs87-87",20,50,0.45,"on",0,7,26.82060502,19.1221803652968,56829,0,13.365296803653,86.634703196347,21.769312203496,30.9142966031831,9979405535.72752,0,0,-39.2123287671233,39.2123287671233,-1.7368642299118,-4.1710476495141,-40905832271.4285,0
57.87,1,5,180,"sfiso","duplo_fs87-87",80,50,0.45,"on",0,7,26.82060502,19.1221803652968,56829,0,26.7511415525114,73.2488584474886,21.2965906483597,36.9545131925576,19472739105.8298,0,0,-28.2602739726027,28.2602739726027,-2.4061887971299,1.7463749406412,-25137843166.7464,0
77.16,2.5,2.5,270,"tm20","duplo_fs87-87",80,30,1,"off",150,7,26.82060502,19.1221803652968,56829,0,35.1643835616438,64.8356164383562,21.9955133023848,37.4194167065646,26706310436.4915,0,0,-18.9429223744292,18.9429223744292,-1.5799696472817,2.1806426103722,-10851899758.3798,0
77.16,0.5,5,270,"sfar","simples_fs39",20,30,0.45,"on",0,7,26.82060502,19.1221803652968,56829,0,19.5525114155251,80.4474885844749,21.2575999736282,31.9069418944866,12589605831.416,0,0,-33.513698630137,33.513698630137,-2.5090898806663,-2.6725363867848,-41119555990.4094,0
77.16,2.5,2.5,270,"tm20","duplo_fs39-87",20,10,0.45,"off",0,7,26.82060502,19.1221803652968,56829,0,12.9977168949772,87.0022831050228,22.6770780613096,30.8095136999632,6832700522.92941,0,0,-41.1095890410959,41.1095890410959,-0.8984048883569,-4.4292603962292,-30725509671.9419,0
38.58,2.5,5,90,"ref","duplo_fs87-87",80,10,1,"on",150,7,26.82060502,19.1221803652968,56829,0,57.8287671232877,42.1712328767123,23.3586575566586,37.4368221408667,41879432435.3697,0,0,1.76027397260273,-1.76027397260273,-0.380523832595102,1.7100832398308,4539359524.65508,0
57.87,1,2.5,0,"ref","duplo_fs39-87",80,30,1,"on",0,7,26.82060502,19.1221803652968,56829,0,37.9406392694064,62.0593607305936,21.8549939715435,38.16851261571,28641412973.7242,0,0,-15.8424657534246,15.8424657534246,-1.7071950239524,2.9540527648105,-2294868166.03151,0
57.87,2.5,2.5,180,"tv","duplo_fs39-87",80,10,1,"on",50,7,26.82060502,19.1221803652968,56829,0,44.4634703196347,55.5365296803653,22.7258953857079,37.9922564963568,28057576789.5411,0,0,-10.2694063926941,10.2694063926941,-1.0454565994036,2.5832938037038,-3805243391.17032,0
57.87,0.5,5,90,"sfar","duplo_fs39-87",80,50,0.45,"on",150,7,26.82060502,19.1221803652968,56829,0,25.2579908675799,74.7420091324201,20.8758196289775,35.9823300600983,18388102530.3918,0,0,-27.6369863013699,27.6369863013699,-2.78201743091,0.822014170795597,-28169198754.1349,0
38.58,1,2.5,0,"tv","duplo_fs39-87",20,50,1,"off",50,7,26.82060502,19.1221803652968,56829,0,18.6849315068493,81.3150684931507,20.2903583124437,33.400708450206,8560056339.01863,0,0,-36.9383561643836,36.9383561643836,-3.3852182672654,-1.88726791468741,-16452943380.2341,0
38.58,0.5,5,90,"ref","simples_fs39",20,10,1,"on",150,7,26.82060502,19.1221803652968,56829,0,18.9383561643836,81.0616438356164,22.0846143966755,31.7542551184214,11446515846.2675,0,0,-35.5913242009132,35.5913242009132,-1.6795462557419,-3.4558704448396,-26465906928.88,0
57.87,0.5,2.5,90,"sfiso","simples_fs87",60,10,0.45,"off",50,7,26.82060502,19.1221803652968,56829,0,36.4360730593607,63.5639269406393,23.7954006129756,34.6732784008277,15894903404.6419,0,0,-17.1141552511416,17.1141552511415,0.0989814355756025,-0.573249703618401,-16773017898.5144,0
77.16,2.5,5,90,"sfiso","duplo_fs87-87",80,50,1,"off",50,7,26.82060502,19.1221803652968,56829,0,38.9634703196347,61.0365296803653,21.134418651005,38.8573601788529,54437235260.5991,0,0,-14.5114155251142,14.5114155251142,-2.4363701424392,3.2548480391364,794293258.060623,0
77.16,2.5,2.5,180,"sfiso","simples_fs39",80,50,1,"off",50,7,26.82060502,19.1221803652968,56829,0,28.9748858447489,71.0251141552512,20.8619399628416,38.5343149010701,28390474503.5491,0,0,-24.8881278538813,24.8881278538813,-2.8871291393084,3.1723135157366,-9329204482.56802,0
77.16,1,5,180,"sfar","simples_fs87",80,30,1,"off",150,7,26.82060502,19.1221803652968,56829,0,43.8538812785388,56.1461187214612,22.2871679345657,37.3983832900885,52006500010.0648,0,0,-10.0479452054794,10.0479452054794,-1.3507318938326,2.2273480446871,-172272237.949471,0
38.58,1,5,90,"ref","simples_fs87",20,30,1,"on",0,7,26.82060502,19.1221803652968,56829,0,19.041095890411,80.9589041095891,21.2336937942487,32.136223072411,11787527375.2783,0,0,-36.148401826484,36.1484018264841,-2.5175938584465,-3.2392197998033,-24176489344.3728,0
77.16,2.5,2.5,270,"sfiso","simples_fs87",80,10,0.45,"off",150,7,26.82060502,19.1221803652968,56829,0,39.7283105022831,60.2716894977169,23.9435993163035,34.9908484339475,18764436747.9552,0,0,-14.3789954337899,14.3789954337899,0.368116366637,-0.247925662244903,-18793773446.9161,0
77.16,1,5,0,"tm20","duplo_fs87-87",20,10,1,"on",0,7,26.82060502,19.1221803652968,56829,0,10.7328767123288,89.2671232876712,22.7345682655063,30.3008964672316,7315444784.38943,0,0,-41.8447488584475,41.8447488584475,-0.771608167901498,-4.7844477854656,-43569793022.7666,0
38.58,2.5,5,180,"tm10","duplo_fs39-87",80,30,0.45,"off",150,7,26.82060502,19.1221803652968,56829,0,49.2305936073059,50.7694063926941,22.6196878674399,37.6281714905329,37062181536.4091,0,0,-6.58219178082194,6.58219178082191,-1.245368309169,2.2176077367154,335044663.977196,0
77.16,0.5,2.5,0,"sfiso","simples_fs87",80,50,1,"on",50,7,26.82060502,19.1221803652968,56829,0,29.3036529680365,70.6963470319635,20.6373092775135,38.2702678078701,29323032741.4385,0,0,-23.6004566210046,23.6004566210046,-2.7005797744906,3.0060387390179,-9252144519.75354,0
57.87,1,2.5,0,"tm10","simples_fs39",60,50,0.45,"on",150,7,26.82060502,19.1221803652968,56829,0,26.4223744292237,73.5776255707763,21.8023674397708,35.4178749223543,15644602145.1385,0,0,-27.3607305936073,27.3607305936073,-1.7598215557251,0.203415071454799,-15291678994.6172,0
57.87,1,2.5,0,"tv","duplo_fs39-87",20,30,1,"on",50,7,26.82060502,19.1221803652968,56829,0,15.8949771689498,84.1050228310502,20.5856801920769,31.6046629643061,7848807493.34352,0,0,-37.8881278538812,37.8881278538813,-2.976508803419,-3.6097968865934,-23087473646.4122,0
57.87,0.5,2.5,0,"ref","simples_fs39",60,50,1,"on",150,7,26.82060502,19.1221803652968,56829,0,24.310502283105,75.689497716895,20.6228853485873,35.5002043167715,17069434796.5793,0,0,-29.6689497716895,29.6689497716895,-2.882116680111,0.195310508665202,-15588870047.3683,0
38.58,0.5,5,90,"ref","duplo_fs39-87",20,30,1,"on",50,7,26.82060502,19.1221803652968,56829,0,17.2922374429224,82.7077625570776,21.0892403301025,31.7834518830724,11087024910.0508,0,0,-37.2374429223744,37.2374429223744,-2.6749203223149,-3.4266736801886,-26825397865.0967,0
77.16,2.5,2.5,90,"ref","duplo_fs87-87",80,50,0.45,"off",50,7,26.82060502,19.1221803652968,56829,0,41.324200913242,58.675799086758,21.9912223024445,39.1727089389128,36821580968.0762,0,0,-12.5502283105023,12.5502283105023,-1.6178689721666,3.5876263958353,-1316071301.32136,0
57.87,2.5,5,0,"tm10","duplo_fs39-87",20,10,1,"on",150,7,26.82060502,19.1221803652968,56829,0,18.5091324200913,81.4908675799087,21.8857834124271,31.7658669997241,12797008837.8067,0,0,-34.5776255707762,34.5776255707762,-1.7652682172677,-3.1792263514285,-30961221430.4248,0
